"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","responses","num_errors","quiz","phase","state_2_ids","state_2_key","state_2_choice","state_2_rt","outcome","screen_resolution","minimum_resolution","state_1_ids","state_1_key","state_1_choice","state_1_rt","transition","state","rocket_colors","planet_colors","trial","missing","drifts","drift_ix","browser_interactions","interactions"
"","","","","","alien-practice","17","136098","0.0-3.0-1.1-1.1-0.1","","","","","","","","","[0,1]","1","1","919.1000000238419","1","[1536,864]","1","","","","","","","","","","","","","",""
"","","","","","alien-practice","18","140393","0.0-3.0-1.1-2.1-0.1","","","","","","","","","[0,1]","1","1","2051.899999976158","0","[1536,864]","1","","","","","","","","","","","","","",""
"","","","","","alien-practice","19","143973","0.0-3.0-1.1-3.1-0.1","","","","","","","","","[0,1]","1","1","1365.7000000476837","1","[1536,864]","1","","","","","","","","","","","","","",""
"","","","","","alien-practice","20","146506","0.0-3.0-1.1-4.1-0.1","","","","","","","","","[0,1]","1","1","315.7999999523163","1","[1536,864]","1","","","","","","","","","","","","","",""
"","","","","","alien-practice","21","148826","0.0-3.0-1.1-5.1-0.1","","","","","","","","","[0,1]","1","1","97.5","1","[1536,864]","1","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","22","172869","0.0-3.0-2.0-1.0","24032","","","[{""page_index"":0,""viewing_time"":5725.300000071526},{""page_index"":1,""viewing_time"":2098.0999999046326},{""page_index"":2,""viewing_time"":4827.200000047684},{""page_index"":3,""viewing_time"":5932.5},{""page_index"":4,""viewing_time"":4111.600000023842},{""page_index"":5,""viewing_time"":1335.7999999523163}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","23","184218","0.0-3.0-2.0-2.0","11342.299999952316","","","","[""left/right arrow keys"",""True"",""True""]","1","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","24","186785","0.0-3.0-2.1-0.1-0.1","2564.100000023842","","","[{""page_index"":0,""viewing_time"":2563.600000023842}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","25","195700","0.0-3.0-2.1-1.1","8907.399999976158","","","[{""page_index"":0,""viewing_time"":1430.5},{""page_index"":1,""viewing_time"":1465.3999999761581},{""page_index"":2,""viewing_time"":1976.8999999761581},{""page_index"":3,""viewing_time"":2615.100000023842},{""page_index"":4,""viewing_time"":1418.7000000476837}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","26","205658","0.0-3.0-2.1-2.1","9946.300000071526","","","","[""left/right arrow keys"",""False"",""True""]","0","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","27","218021","0.0-3.0-3.0-0.0","12351.300000071526","","","[{""page_index"":0,""viewing_time"":2919.8000000715256},{""page_index"":1,""viewing_time"":2831.899999976158},{""page_index"":2,""viewing_time"":6599.200000047684}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","28","225171","0.0-3.0-3.0-1.0-0.0","","","","","","","","","[2,3]","1","3","4199.199999928474","1","[1536,864]","1","[0,1]","1","1","912.8999999761581","1","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","29","230559","0.0-3.0-3.0-1.0-0.1","","","","","","","","","[0,1]","1","1","1363.3999999761581","0","[1536,864]","1","[0,1]","0","0","1998.4000000953674","1","0","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","30","234579","0.0-3.0-3.0-1.0-0.2","","","","","","","","","[2,3]","1","3","909","0","[1536,864]","1","[0,1]","1","1","1079.3999999761581","1","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","31","239216","0.0-3.0-3.0-1.0-0.3","","","","","","","","","[0,1]","1","1","467.7999999523163","0","[1536,864]","1","[0,1]","0","0","2125.100000023842","1","0","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","32","242752","0.0-3.0-3.0-1.0-0.4","","","","","","","","","[2,3]","1","3","953.8999999761581","1","[1536,864]","1","[0,1]","1","1","551.2999999523163","1","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","33","247753","0.0-3.0-3.0-1.0-0.5","","","","","","","","","[2,3]","0","2","1713.8999999761581","0","[1536,864]","1","[0,1]","0","0","1258.7000000476837","0","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","34","252938","0.0-3.0-3.0-1.0-0.6","","","","","","","","","[0,1]","1","1","1313.8000000715256","1","[1536,864]","1","[0,1]","1","1","1833","0","0","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","35","256971","0.0-3.0-3.0-1.0-0.7","","","","","","","","","[0,1]","1","1","826.7999999523163","1","[1536,864]","1","[0,1]","0","0","1171.1000000238419","1","0","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","36","261198","0.0-3.0-3.0-1.0-0.8","","","","","","","","","[2,3]","1","3","1435.5999999046326","0","[1536,864]","1","[0,1]","1","1","759.5","1","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","37","265803","0.0-3.0-3.0-1.0-0.9","","","","","","","","","[2,3]","1","3","594","1","[1536,864]","1","[0,1]","0","0","1979.4000000953674","0","1","[""#a75248"",""#486ea7""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-instructions","38","292397","0.0-3.0-4.0-1.0","26583.100000023842","","","[{""page_index"":0,""viewing_time"":2154.1999999284744},{""page_index"":1,""viewing_time"":3027.3000000715256},{""page_index"":2,""viewing_time"":1617.1000000238419},{""page_index"":3,""viewing_time"":2304.7999999523163},{""page_index"":4,""viewing_time"":7537.799999952316},{""page_index"":5,""viewing_time"":5635.700000047684},{""page_index"":6,""viewing_time"":4306}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","39","300543","0.0-3.0-4.0-2.0","8143.400000095367","","","","[""True"",""False"",""True""]","0","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","40","308384","0.0-4.0","7838.5","","","[{""page_index"":0,""viewing_time"":1442.8999999761581},{""page_index"":1,""viewing_time"":1976.7000000476837},{""page_index"":2,""viewing_time"":4418}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","41","314370","0.0-5.0-0.0","","","","","","","","","[0,1]","1","1","2311.5","0","[1536,864]","1","[0,1]","0","0","1635","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","1","false","[0.44,0.385,0.62,0.421]","1","0",""
"","","","","","two-step-trial","42","318503","0.0-6.0-0.0","","","","","","","","","[0,1]","0","0","1405.5","0","[1536,864]","1","[0,1]","1","1","706.8999999761581","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","2","false","[0.427,0.383,0.623,0.388]","1","0",""
"","","","","","two-step-trial","43","321726","0.0-7.0-0.0","","","","","","","","","[0,1]","1","1","835.6000000238419","1","[1536,864]","1","[0,1]","0","0","359.60000002384186","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","3","false","[0.366,0.399,0.638,0.394]","1","0",""
"","","","","","two-step-trial","44","324692","0.0-8.0-0.0","","","","","","","","","[0,1]","0","0","527.1000000238419","0","[1536,864]","1","[0,1]","1","1","397.8000000715256","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","4","false","[0.352,0.371,0.644,0.424]","1","0",""
"","","","","","two-step-trial","45","328279","0.0-9.0-0.0","","","","","","","","","[0,1]","1","1","661.6000000238419","1","[1536,864]","1","[0,1]","0","0","899.0999999046326","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","5","false","[0.387,0.418,0.671,0.445]","1","0",""
"","","","","","two-step-trial","46","335537","0.0-10.0-0.0","","","","","","","","","[2,3]","0","2","1433.7999999523163","1","[1536,864]","1","[0,1]","1","1","3798.2000000476837","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","6","false","[0.376,0.44,0.655,0.477]","1","0",""
"","","","","","two-step-trial","47","340922","0.0-11.0-0.0","","","","","","","","","[2,3]","0","2","810.6999999284744","0","[1536,864]","1","[0,1]","1","1","2547.600000023842","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","7","false","[0.376,0.46,0.674,0.453]","1","0",""
"","","","","","two-step-trial","48","345257","0.0-12.0-0.0","","","","","","","","","[0,1]","1","1","607.8999999761581","0","[1536,864]","1","[0,1]","0","0","1703","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","8","false","[0.37,0.476,0.645,0.47]","1","0",""
"","","","","","two-step-trial","49","348599","0.0-13.0-0.0","","","","","","","","","[2,3]","0","2","638.2000000476837","1","[1536,864]","1","[0,1]","1","1","678.2000000476837","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","9","false","[0.349,0.439,0.653,0.482]","1","0",""
"","","","","","two-step-trial","50","351329","0.0-14.0-0.0","","","","","","","","","[2,3]","0","2","309","0","[1536,864]","1","[0,1]","1","1","388.5","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","10","false","[0.347,0.471,0.629,0.478]","1","0",""
"","","","","","two-step-trial","51","354441","0.0-15.0-0.0","","","","","","","","","[2,3]","0","2","362.60000002384186","1","[1536,864]","1","[0,1]","1","1","713.1000000238419","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","11","false","[0.346,0.411,0.666,0.456]","1","0",""
"","","","","","two-step-trial","52","357208","0.0-16.0-0.0","","","","","","","","","[2,3]","0","2","325.90000009536743","1","[1536,864]","1","[0,1]","1","1","412","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","12","false","[0.371,0.413,0.638,0.405]","1","0",""
"","","","","","two-step-trial","53","359831","0.0-17.0-0.0","","","","","","","","","[2,3]","0","2","336.60000002384186","1","[1536,864]","1","[0,1]","1","1","263.8000000715256","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","13","false","[0.354,0.425,0.641,0.388]","1","0",""
"","","","","","two-step-trial","54","362571","0.0-18.0-0.0","","","","","","","","","[2,3]","0","2","321.5","1","[1536,864]","1","[0,1]","1","1","393.3000000715256","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","14","false","[0.315,0.45,0.635,0.335]","1","0",""
"","","","","","two-step-trial","55","365448","0.0-19.0-0.0","","","","","","","","","[2,3]","0","2","417.6999999284744","1","[1536,864]","1","[0,1]","1","1","447","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","15","false","[0.291,0.41,0.635,0.339]","1","0",""
"","","","","","two-step-trial","56","368104","0.0-20.0-0.0","","","","","","","","","[2,3]","0","2","343.59999990463257","0","[1536,864]","1","[0,1]","1","1","288.39999997615814","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","16","false","[0.3,0.409,0.61,0.364]","1","0",""
"","","","","","two-step-trial","57","371397","0.0-21.0-0.0","","","","","","","","","[2,3]","1","3","259.10000002384186","1","[1536,864]","1","[0,1]","0","0","999.7000000476837","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","17","false","[0.3,0.418,0.639,0.392]","1","0",""
"","","","","","two-step-trial","58","374003","0.0-22.0-0.0","","","","","","","","","[0,1]","1","1","255.19999992847443","0","[1536,864]","1","[0,1]","0","0","317.60000002384186","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","18","false","[0.308,0.463,0.63,0.375]","1","0",""
"","","","","","two-step-trial","59","378215","0.0-23.0-0.0","","","","","","","","","[2,3]","1","3","1203.8999999761581","0","[1536,864]","1","[0,1]","0","0","993.1000000238419","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","19","false","[0.345,0.475,0.617,0.402]","1","0",""
"","","","","","two-step-trial","60","381296","0.0-24.0-0.0","","","","","","","","","[0,1]","1","1","593.5","0","[1536,864]","1","[0,1]","0","0","458.7000000476837","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","20","false","[0.39,0.463,0.595,0.433]","1","0",""
"","","","","","two-step-trial","61","383991","0.0-25.0-0.0","","","","","","","","","[0,1]","0","0","292.39999997615814","0","[1536,864]","1","[0,1]","0","0","384.3000000715256","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","21","false","[0.413,0.433,0.607,0.447]","1","0",""
"","","","","","two-step-trial","62","386610","0.0-26.0-0.0","","","","","","","","","[2,3]","0","2","323.6999999284744","1","[1536,864]","1","[0,1]","0","0","267.7000000476837","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","22","false","[0.397,0.431,0.605,0.426]","1","0",""
"","","","","","two-step-trial","63","390449","0.0-27.0-0.0","","","","","","","","","[0,1]","0","0","761.1999999284744","1","[1536,864]","1","[0,1]","0","0","1054.5","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","23","false","[0.375,0.426,0.617,0.383]","1","0",""
"","","","","","two-step-trial","64","394025","0.0-28.0-0.0","","","","","","","","","[0,1]","1","1","358.5","1","[1536,864]","1","[0,1]","0","0","1193.6000000238419","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","24","false","[0.396,0.432,0.631,0.356]","1","0",""
"","","","","","two-step-trial","65","396709","0.0-29.0-0.0","","","","","","","","","[2,3]","0","2","317.7000000476837","1","[1536,864]","1","[0,1]","0","0","346.2999999523163","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","25","false","[0.352,0.393,0.634,0.357]","1","0",""
"","","","","","two-step-trial","66","401681","0.0-30.0-0.0","","","","","","","","","[0,1]","0","0","373.60000002384186","1","[1536,864]","1","[0,1]","0","0","2568","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","26","false","[0.379,0.371,0.632,0.315]","1","0",""
"","","","","","two-step-trial","67","404426","0.0-31.0-0.0","","","","","","","","","[0,1]","0","0","353.39999997615814","0","[1536,864]","1","[0,1]","0","0","354.7999999523163","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","27","false","[0.44,0.355,0.639,0.305]","1","0",""
"","","","","","two-step-trial","68","407131","0.0-32.0-0.0","","","","","","","","","[2,3]","0","2","361","1","[1536,864]","1","[0,1]","0","0","302.60000002384186","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","28","false","[0.473,0.399,0.627,0.311]","1","0",""
"","","","","","two-step-trial","69","411513","0.0-33.0-0.0","","","","","","","","","[0,1]","0","0","1738.2999999523163","0","[1536,864]","1","[0,1]","1","1","631.8999999761581","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","29","false","[0.47,0.426,0.594,0.318]","1","0",""
"","","","","","two-step-trial","70","414194","0.0-34.0-0.0","","","","","","","","","[0,1]","1","1","269.2999999523163","0","[1536,864]","1","[0,1]","0","0","385.89999997615814","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","30","false","[0.455,0.475,0.559,0.323]","1","0",""
"","","","","","two-step-trial","71","417782","0.0-35.0-0.0","","","","","","","","","[2,3]","0","2","1276.7999999523163","1","[1536,864]","1","[0,1]","0","0","284.59999990463257","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","31","false","[0.435,0.51,0.608,0.321]","1","0",""
"","","","","","two-step-trial","72","420314","0.0-36.0-0.0","","","","","","","","","[2,3]","0","2","241.79999995231628","0","[1536,864]","1","[0,1]","1","1","270","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","32","false","[0.415,0.507,0.579,0.317]","1","0",""
"","","","","","two-step-trial","73","422895","0.0-37.0-0.0","","","","","","","","","[2,3]","0","2","289.60000002384186","1","[1536,864]","1","[0,1]","1","1","270.10000002384186","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","33","false","[0.459,0.542,0.595,0.302]","1","0",""
"","","","","","two-step-trial","74","425404","0.0-38.0-0.0","","","","","","","","","[2,3]","0","2","234.09999990463257","1","[1536,864]","1","[0,1]","1","1","232","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","34","false","[0.491,0.491,0.597,0.309]","1","0",""
"","","","","","two-step-trial","75","427826","0.0-39.0-0.0","","","","","","","","","[2,3]","0","2","184","1","[1536,864]","1","[0,1]","1","1","208.09999990463257","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","35","false","[0.474,0.513,0.589,0.338]","1","0",""
"","","","","","two-step-trial","76","430227","0.0-40.0-0.0","","","","","","","","","[2,3]","0","2","138.39999997615814","0","[1536,864]","1","[0,1]","1","1","223.79999995231628","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","36","false","[0.457,0.538,0.559,0.332]","1","0",""
"","","","","","two-step-trial","77","432599","0.0-41.0-0.0","","","","","","","","","[2,3]","0","2","149.5","1","[1536,864]","1","[0,1]","1","1","200.39999997615814","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","37","false","[0.485,0.54,0.582,0.328]","1","0",""
"","","","","","two-step-trial","78","435119","0.0-42.0-0.0","","","","","","","","","[2,3]","0","2","291.1999999284744","1","[1536,864]","1","[0,1]","1","1","199.70000004768372","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","38","false","[0.448,0.561,0.557,0.342]","1","0",""
"","","","","","two-step-trial","79","437336","0.0-43.0-0.0","","","","","","","","","[2,3]","0","2","179.79999995231628","1","[1536,864]","1","[0,1]","1","1","11","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","39","false","[0.401,0.544,0.587,0.37]","1","0",""
"","","","","","two-step-trial","80","440155","0.0-44.0-0.0","","","","","","","","","[0,1]","0","0","295.6999999284744","0","[1536,864]","1","[0,1]","1","1","490.39999997615814","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","40","false","[0.404,0.536,0.602,0.375]","1","0",""
"","","","","","two-step-trial","81","442836","0.0-45.0-0.0","","","","","","","","","[2,3]","0","2","277.10000002384186","1","[1536,864]","1","[0,1]","1","1","378.10000002384186","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","41","false","[0.396,0.535,0.6,0.41]","1","0",""
"","","","","","two-step-trial","82","446363","0.0-46.0-0.0","","","","","","","","","[0,1]","1","1","1247.5999999046326","0","[1536,864]","1","[0,1]","1","1","233.5","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","42","false","[0.406,0.554,0.6,0.432]","1","0",""
"","","","","","two-step-trial","83","449119","0.0-47.0-0.0","","","","","","","","","[2,3]","0","2","284.7000000476837","1","[1536,864]","1","[0,1]","1","1","438.09999990463257","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","43","false","[0.381,0.564,0.612,0.443]","1","0",""
"","","","","","two-step-trial","84","452466","0.0-48.0-0.0","","","","","","","","","[2,3]","0","2","923.5","1","[1536,864]","1","[0,1]","1","1","385.2000000476837","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","44","false","[0.375,0.564,0.659,0.454]","1","0",""
"","","","","","two-step-trial","85","455267","0.0-49.0-0.0","","","","","","","","","[2,3]","0","2","692","1","[1536,864]","1","[0,1]","1","1","82","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","45","false","[0.37,0.592,0.676,0.446]","1","0",""
"","","","","","two-step-trial","86","457749","0.0-50.0-0.0","","","","","","","","","[0,1]","0","0","319.10000002384186","0","[1536,864]","1","[0,1]","1","1","149.80000007152557","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","46","false","[0.369,0.571,0.682,0.419]","1","0",""
"","","","","","two-step-trial","87","461533","0.0-51.0-0.0","","","","","","","","","[2,3]","0","2","1427.3000000715256","0","[1536,864]","1","[0,1]","1","1","333.90000009536743","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","47","false","[0.392,0.532,0.65,0.4]","1","0",""
"","","","","","two-step-trial","88","466404","0.0-52.0-0.0","","","","","","","","","[0,1]","1","1","2439.4000000953674","1","[1536,864]","1","[0,1]","1","1","395.10000002384186","0","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","48","false","[0.412,0.529,0.637,0.409]","1","0",""
"","","","","","two-step-trial","89","470654","0.0-53.0-0.0","","","","","","","","","[2,3]","0","2","250.89999997615814","1","[1536,864]","1","[0,1]","1","1","1964.6999999284744","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","49","false","[0.41,0.533,0.637,0.402]","1","0",""
"","","","","","two-step-trial","90","473871","0.0-54.0-0.0","","","","","","","","","[2,3]","0","2","407.5","1","[1536,864]","1","[0,1]","1","1","786.2000000476837","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","50","false","[0.394,0.554,0.63,0.39]","1","0",""
"","","","","","two-step-trial","91","476352","0.0-55.0-0.0","","","","","","","","","[2,3]","0","2","178.5","0","[1536,864]","1","[0,1]","1","1","264.39999997615814","1","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","51","false","[0.351,0.543,0.599,0.412]","1","0",""
"","","","","","two-step-trial","92","479087","0.0-56.0-0.0","","","","","","","","","[0,1]","1","1","283.10000002384186","0","[1536,864]","1","[0,1]","0","0","421.2000000476837","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","52","false","[0.355,0.541,0.573,0.402]","1","0",""
"","","","","","two-step-trial","93","481403","0.0-57.0-0.0","","","","","","","","","[0,1]","1","1","80","1","[1536,864]","1","[0,1]","0","0","208.39999997615814","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","53","false","[0.35,0.565,0.6,0.385]","1","0",""
"","","","","","two-step-trial","94","484465","0.0-58.0-0.0","","","","","","","","","[2,3]","0","2","930.2999999523163","0","[1536,864]","1","[0,1]","0","0","89.89999997615814","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","54","false","[0.367,0.543,0.601,0.392]","1","0",""
"","","","","","two-step-trial","95","486986","0.0-59.0-0.0","","","","","","","","","[2,3]","1","3","229.5","0","[1536,864]","1","[0,1]","0","0","245.70000004768372","0","1","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","55","false","[0.341,0.54,0.588,0.372]","1","0",""
"","","","","","two-step-trial","96","489616","0.0-60.0-0.0","","","","","","","","","[0,1]","1","1","304","0","[1536,864]","1","[0,1]","0","0","296.60000002384186","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","56","false","[0.388,0.584,0.641,0.394]","1","0",""
"","","","","","two-step-trial","97","491939","0.0-61.0-0.0","","","","","","","","","[0,1]","1","1","125.10000002384186","0","[1536,864]","1","[0,1]","0","0","169","1","0","[""#48a782"",""#955db9""]","[""#7f5d5d"",""#5f6f81""]","57","false","[0.373,0.597,0.649,0.355]","1","0",""
