"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","responses","num_errors","quiz","phase","state_2_ids","state_2_key","state_2_choice","state_2_rt","outcome","screen_resolution","minimum_resolution","state_1_ids","state_1_key","state_1_choice","state_1_rt","transition","state","rocket_colors","planet_colors","trial","missing","drifts","drift_ix","browser_interactions","interactions"
"","","","","","two-step-instructions","11","599856","0.0-3.0-2.0-1.0","32852","","","[{""page_index"":0,""viewing_time"":5229},{""page_index"":1,""viewing_time"":2399},{""page_index"":2,""viewing_time"":7753},{""page_index"":3,""viewing_time"":10376},{""page_index"":4,""viewing_time"":4000},{""page_index"":5,""viewing_time"":3095}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","12","637371","0.0-3.0-2.0-2.0","37512","","","","[""left/right arrow keys"",""True"",""True""]","1","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","13","641592","0.0-3.0-2.1-0.1-0.1","4215","","","[{""page_index"":0,""viewing_time"":4215}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","14","653921","0.0-3.0-2.1-1.1","12325","","","[{""page_index"":0,""viewing_time"":2716},{""page_index"":1,""viewing_time"":1297},{""page_index"":2,""viewing_time"":5056},{""page_index"":3,""viewing_time"":2071},{""page_index"":4,""viewing_time"":1185}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","15","664596","0.0-3.0-2.1-2.1","10669","","","","[""left/right arrow keys"",""False"",""True""]","0","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","16","683881","0.0-3.0-3.0-0.0","19279","","","[{""page_index"":0,""viewing_time"":8254},{""page_index"":1,""viewing_time"":5504},{""page_index"":2,""viewing_time"":5519}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","17","701818","0.0-3.0-3.0-1.0-0.0","","","","","","","","","[0,1]","1","1","8295","1","[1600,900]","1","[0,1]","0","0","7636","1","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","18","715371","0.0-3.0-3.0-1.0-0.1","","","","","","","","","[0,1]","1","1","6023","0","[1600,900]","1","[0,1]","0","0","5524","1","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","19","728475","0.0-3.0-3.0-1.0-0.2","","","","","","","","","[2,3]","0","2","8360","0","[1600,900]","1","[0,1]","0","0","2740","0","1","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","20","740827","0.0-3.0-3.0-1.0-0.3","","","","","","","","","[0,1]","1","1","5695","0","[1600,900]","1","[0,1]","0","0","4652","1","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","21","747170","0.0-3.0-3.0-1.0-0.4","","","","","","","","","[0,1]","1","1","1927","0","[1600,900]","1","[0,1]","0","0","2412","1","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","22","756242","0.0-3.0-3.0-1.0-0.5","","","","","","","","","[2,3]","0","2","3727","0","[1600,900]","1","[0,1]","0","0","3341","0","1","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","23","762419","0.0-3.0-3.0-1.0-0.6","","","","","","","","","[0,1]","1","1","1936","0","[1600,900]","1","[0,1]","0","0","2236","1","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","24","772226","0.0-3.0-3.0-1.0-0.7","","","","","","","","","[2,3]","1","3","5487","1","[1600,900]","1","[0,1]","1","1","2316","1","1","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","25","779931","0.0-3.0-3.0-1.0-0.8","","","","","","","","","[2,3]","1","3","3559","1","[1600,900]","1","[0,1]","1","1","2140","1","1","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-trial","26","785227","0.0-3.0-3.0-1.0-0.9","","","","","","","","","[0,1]","1","1","1479","0","[1600,900]","1","[0,1]","1","1","1812","0","0","[""#486ea7"",""#a75248""]","[""#5b7c65"",""#706081""]","0","false","","","",""
"","","","","","two-step-instructions","27","845074","0.0-3.0-4.0-1.0","59844","","","[{""page_index"":0,""viewing_time"":7827},{""page_index"":1,""viewing_time"":3536},{""page_index"":2,""viewing_time"":3224},{""page_index"":3,""viewing_time"":128},{""page_index"":4,""viewing_time"":12680},{""page_index"":5,""viewing_time"":25856},{""page_index"":6,""viewing_time"":6593}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-comprehension","28","861524","0.0-3.0-4.0-2.0","16445","","","","[""True"",""False"",""True""]","0","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","29","874283","0.0-4.0","12752","","","[{""page_index"":0,""viewing_time"":2249},{""page_index"":1,""viewing_time"":3215},{""page_index"":2,""viewing_time"":7288}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","30","890597","0.0-5.0-0.0","","","","","","","","","[2,3]","1","3","8095","1","[1600,900]","1","[0,1]","1","1","6213","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","1","false","[0.412,0.317,0.453,0.743]","2","0",""
"","","","","","two-step-trial","31","900884","0.0-6.0-0.0","","","","","","","","","[0,1]","1","1","3455","0","[1600,900]","1","[0,1]","0","0","4827","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","2","false","[0.402,0.305,0.461,0.702]","2","0",""
"","","","","","two-step-trial","32","909387","0.0-7.0-0.0","","","","","","","","","[0,1]","0","0","2912","1","[1600,900]","1","[0,1]","0","0","3589","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","3","false","[0.373,0.327,0.445,0.732]","2","0",""
"","","","","","two-step-trial","33","918611","0.0-8.0-0.0","","","","","","","","","[0,1]","0","0","4127","0","[1600,900]","1","[0,1]","0","0","3095","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","4","false","[0.381,0.303,0.418,0.736]","2","0",""
"","","","","","two-step-trial","34","928700","0.0-9.0-0.0","","","","","","","","","[2,3]","1","3","3864","1","[1600,900]","1","[0,1]","0","0","4221","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","5","false","[0.366,0.363,0.401,0.709]","2","0",""
"","","","","","two-step-trial","35","935979","0.0-10.0-0.0","","","","","","","","","[0,1]","1","1","2222","0","[1600,900]","1","[0,1]","0","0","3053","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","6","false","[0.393,0.368,0.383,0.711]","2","0",""
"","","","","","two-step-trial","36","943972","0.0-11.0-0.0","","","","","","","","","[2,3]","1","3","2879","0","[1600,900]","1","[0,1]","0","0","3110","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","7","false","[0.4,0.405,0.425,0.678]","2","0",""
"","","","","","two-step-trial","37","951140","0.0-12.0-0.0","","","","","","","","","[0,1]","1","1","3264","0","[1600,900]","1","[0,1]","1","1","1899","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","8","false","[0.383,0.388,0.415,0.699]","2","0",""
"","","","","","two-step-trial","38","958612","0.0-13.0-0.0","","","","","","","","","[2,3]","1","3","1647","1","[1600,900]","1","[0,1]","1","1","3821","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","9","false","[0.347,0.439,0.405,0.713]","2","0",""
"","","","","","two-step-trial","39","966084","0.0-14.0-0.0","","","","","","","","","[2,3]","1","3","1503","0","[1600,900]","1","[0,1]","0","0","3966","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","10","false","[0.367,0.459,0.46,0.731]","2","0",""
"","","","","","two-step-trial","40","976068","0.0-15.0-0.0","","","","","","","","","[0,1]","0","0","4670","1","[1600,900]","1","[0,1]","0","0","3310","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","11","false","[0.397,0.451,0.461,0.701]","2","0",""
"","","","","","two-step-trial","41","983333","0.0-16.0-0.0","","","","","","","","","[0,1]","0","0","2952","0","[1600,900]","1","[0,1]","0","0","2308","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","12","false","[0.357,0.426,0.459,0.707]","2","0",""
"","","","","","two-step-trial","42","988797","0.0-17.0-0.0","","","","","","","","","[2,3]","1","3","2520","1","[1600,900]","1","[0,1]","0","0","941","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","13","false","[0.337,0.398,0.428,0.721]","2","0",""
"","","","","","two-step-trial","43","995204","0.0-18.0-0.0","","","","","","","","","[0,1]","0","0","1742","0","[1600,900]","1","[0,1]","1","1","2660","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","14","false","[0.283,0.408,0.384,0.719]","2","0",""
"","","","","","two-step-trial","44","1001804","0.0-19.0-0.0","","","","","","","","","[0,1]","0","0","1767","0","[1600,900]","1","[0,1]","0","0","2830","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","15","false","[0.295,0.37,0.375,0.738]","2","0",""
"","","","","","two-step-trial","45","1010037","0.0-20.0-0.0","","","","","","","","","[0,1]","0","0","4007","1","[1600,900]","1","[0,1]","0","0","2223","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","16","false","[0.305,0.343,0.325,0.713]","2","0",""
"","","","","","two-step-trial","46","1016285","0.0-21.0-0.0","","","","","","","","","[2,3]","1","3","1958","0","[1600,900]","1","[0,1]","0","0","2286","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","17","false","[0.305,0.313,0.334,0.705]","2","0",""
"","","","","","two-step-trial","47","1022092","0.0-22.0-0.0","","","","","","","","","[2,3]","1","3","2905","1","[1600,900]","1","[0,1]","1","1","900","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","18","false","[0.316,0.314,0.353,0.728]","2","0",""
"","","","","","two-step-trial","48","1029099","0.0-23.0-0.0","","","","","","","","","[0,1]","0","0","2463","0","[1600,900]","1","[0,1]","1","1","2541","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","19","false","[0.317,0.335,0.368,0.745]","2","0",""
"","","","","","two-step-trial","49","1033796","0.0-24.0-0.0","","","","","","","","","[2,3]","1","3","1200","1","[1600,900]","1","[0,1]","0","0","1494","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","20","false","[0.307,0.313,0.421,0.737]","2","0",""
"","","","","","two-step-trial","50","1041492","0.0-25.0-0.0","","","","","","","","","[2,3]","1","3","1991","1","[1600,900]","1","[0,1]","1","1","3701","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","21","false","[0.31,0.305,0.401,0.745]","2","0",""
"","","","","","two-step-trial","51","1046565","0.0-26.0-0.0","","","","","","","","","[2,3]","1","3","2398","1","[1600,900]","1","[0,1]","0","0","669","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","22","false","[0.326,0.31,0.391,0.735]","2","0",""
"","","","","","two-step-trial","52","1051404","0.0-27.0-0.0","","","","","","","","","[0,1]","0","0","1327","0","[1600,900]","1","[0,1]","1","1","1510","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","23","false","[0.331,0.302,0.379,0.741]","2","0",""
"","","","","","two-step-trial","53","1057253","0.0-28.0-0.0","","","","","","","","","[2,3]","1","3","1864","1","[1600,900]","1","[0,1]","0","0","1982","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","24","false","[0.358,0.323,0.393,0.738]","2","0",""
"","","","","","two-step-trial","54","1062958","0.0-29.0-0.0","","","","","","","","","[0,1]","0","0","3017","0","[1600,900]","1","[0,1]","1","1","685","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","25","false","[0.342,0.299,0.368,0.724]","2","0",""
"","","","","","two-step-trial","55","1070557","0.0-30.0-0.0","","","","","","","","","[0,1]","0","0","2911","1","[1600,900]","1","[0,1]","0","0","2684","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","26","false","[0.362,0.294,0.373,0.738]","2","0",""
"","","","","","two-step-trial","56","1075125","0.0-31.0-0.0","","","","","","","","","[2,3]","1","3","1496","1","[1600,900]","1","[0,1]","1","1","1070","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","27","false","[0.332,0.286,0.389,0.683]","2","0",""
"","","","","","two-step-trial","57","1082509","0.0-32.0-0.0","","","","","","","","","[0,1]","1","1","2591","1","[1600,900]","1","[0,1]","0","0","2789","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","28","false","[0.34,0.303,0.383,0.689]","2","0",""
"","","","","","two-step-trial","58","1087916","0.0-33.0-0.0","","","","","","","","","[0,1]","1","1","1798","0","[1600,900]","1","[0,1]","1","1","1605","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","29","false","[0.317,0.302,0.385,0.679]","2","0",""
"","","","","","two-step-trial","59","1092932","0.0-34.0-0.0","","","","","","","","","[0,1]","1","1","1607","0","[1600,900]","1","[0,1]","0","0","1406","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","30","false","[0.353,0.346,0.414,0.681]","2","0",""
"","","","","","two-step-trial","60","1102654","0.0-35.0-0.0","","","","","","","","","[0,1]","1","1","6159","0","[1600,900]","1","[0,1]","1","1","1557","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","31","false","[0.325,0.331,0.414,0.647]","2","0",""
"","","","","","two-step-trial","61","1108004","0.0-36.0-0.0","","","","","","","","","[0,1]","1","1","2599","0","[1600,900]","1","[0,1]","1","1","746","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","32","false","[0.328,0.33,0.383,0.663]","2","0",""
"","","","","","two-step-trial","62","1113549","0.0-37.0-0.0","","","","","","","","","[2,3]","1","3","1935","1","[1600,900]","1","[0,1]","1","1","1606","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","33","false","[0.322,0.332,0.362,0.633]","2","0",""
"","","","","","two-step-trial","63","1118941","0.0-38.0-0.0","","","","","","","","","[0,1]","1","1","1223","0","[1600,900]","1","[0,1]","0","0","2166","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","34","false","[0.322,0.307,0.363,0.617]","2","0",""
"","","","","","two-step-trial","64","1123949","0.0-39.0-0.0","","","","","","","","","[2,3]","1","3","1199","0","[1600,900]","1","[0,1]","1","1","1805","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","35","false","[0.297,0.336,0.333,0.65]","2","0",""
"","","","","","two-step-trial","65","1131565","0.0-40.0-0.0","","","","","","","","","[0,1]","0","0","3369","0","[1600,900]","1","[0,1]","0","0","2245","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","36","false","[0.326,0.343,0.331,0.633]","2","0",""
"","","","","","two-step-trial","66","1136901","0.0-41.0-0.0","","","","","","","","","[2,3]","1","3","2055","0","[1600,900]","1","[0,1]","1","1","1276","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","37","false","[0.318,0.324,0.327,0.612]","2","0",""
"","","","","","two-step-trial","67","1145494","0.0-42.0-0.0","","","","","","","","","[0,1]","1","1","5433","0","[1600,900]","1","[0,1]","1","1","1156","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","38","false","[0.304,0.324,0.319,0.591]","2","0",""
"","","","","","two-step-trial","68","1149956","0.0-43.0-0.0","","","","","","","","","[2,3]","1","3","1206","0","[1600,900]","1","[0,1]","0","0","1252","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","39","false","[0.283,0.362,0.351,0.561]","2","0",""
"","","","","","two-step-trial","69","1156901","0.0-44.0-0.0","","","","","","","","","[0,1]","1","1","3519","0","[1600,900]","1","[0,1]","1","1","1421","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","40","false","[0.295,0.387,0.331,0.546]","2","0",""
"","","","","","two-step-trial","70","1161029","0.0-45.0-0.0","","","","","","","","","[2,3]","1","3","1111","1","[1600,900]","1","[0,1]","1","1","1013","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","41","false","[0.293,0.385,0.33,0.584]","2","0",""
"","","","","","two-step-trial","71","1167388","0.0-46.0-0.0","","","","","","","","","[0,1]","0","0","3318","1","[1600,900]","1","[0,1]","0","0","1039","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","42","false","[0.304,0.383,0.318,0.562]","2","0",""
"","","","","","two-step-trial","72","1171118","0.0-47.0-0.0","","","","","","","","","[0,1]","1","1","1088","1","[1600,900]","1","[0,1]","1","1","638","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","43","false","[0.318,0.398,0.315,0.576]","2","0",""
"","","","","","two-step-trial","73","1174757","0.0-48.0-0.0","","","","","","","","","[0,1]","0","0","871","1","[1600,900]","1","[0,1]","0","0","764","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","44","false","[0.321,0.371,0.348,0.616]","2","0",""
"","","","","","two-step-trial","74","1178268","0.0-49.0-0.0","","","","","","","","","[2,3]","1","3","943","1","[1600,900]","1","[0,1]","1","1","565","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","45","false","[0.319,0.418,0.367,0.598]","2","0",""
"","","","","","two-step-trial","75","1181358","0.0-50.0-0.0","","","","","","","","","[2,3]","0","2","519","0","[1600,900]","1","[0,1]","0","0","566","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","46","false","[0.326,0.44,0.366,0.588]","2","0",""
"","","","","","two-step-trial","76","1184781","0.0-51.0-0.0","","","","","","","","","[0,1]","1","1","679","1","[1600,900]","1","[0,1]","1","1","741","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","47","false","[0.315,0.46,0.378,0.597]","2","0",""
"","","","","","two-step-trial","77","1188294","0.0-52.0-0.0","","","","","","","","","[2,3]","0","2","968","0","[1600,900]","1","[0,1]","0","0","541","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","48","false","[0.281,0.476,0.36,0.571]","2","0",""
"","","","","","two-step-trial","78","1191309","0.0-53.0-0.0","","","","","","","","","[2,3]","1","3","568","1","[1600,900]","1","[0,1]","1","1","444","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","49","false","[0.254,0.439,0.383,0.579]","2","0",""
"","","","","","two-step-trial","79","1195022","0.0-54.0-0.0","","","","","","","","","[0,1]","0","0","1255","1","[1600,900]","1","[0,1]","0","0","453","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","50","false","[0.303,0.471,0.392,0.592]","2","0",""
"","","","","","two-step-trial","80","1198150","0.0-55.0-0.0","","","","","","","","","[2,3]","1","3","559","1","[1600,900]","1","[0,1]","1","1","564","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","51","false","[0.274,0.41,0.377,0.587]","2","0",""
"","","","","","two-step-trial","81","1201261","0.0-56.0-0.0","","","","","","","","","[0,1]","0","0","639","0","[1600,900]","1","[0,1]","0","0","469","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","52","false","[0.29,0.413,0.363,0.572]","2","0",""
"","","","","","two-step-trial","82","1204893","0.0-57.0-0.0","","","","","","","","","[2,3]","1","3","942","0","[1600,900]","1","[0,1]","1","1","684","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","53","false","[0.292,0.425,0.318,0.522]","2","0",""
"","","","","","two-step-trial","83","1208766","0.0-58.0-0.0","","","","","","","","","[0,1]","1","1","1128","0","[1600,900]","1","[0,1]","0","0","742","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","54","false","[0.284,0.449,0.332,0.552]","2","0",""
"","","","","","two-step-trial","84","1215205","0.0-59.0-0.0","","","","","","","","","[0,1]","0","0","3774","0","[1600,900]","1","[0,1]","0","0","661","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","55","false","[0.253,0.41,0.344,0.579]","2","0",""
"","","","","","two-step-trial","85","1219278","0.0-60.0-0.0","","","","","","","","","[2,3]","1","3","1375","1","[1600,900]","1","[0,1]","1","1","693","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","56","false","[0.277,0.408,0.373,0.526]","2","0",""
"","","","","","two-step-trial","86","1222398","0.0-61.0-0.0","","","","","","","","","[0,1]","0","0","574","0","[1600,900]","1","[0,1]","0","0","540","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","57","false","[0.252,0.418,0.356,0.521]","2","0",""
"","","","","","two-step-trial","87","1226014","0.0-62.0-0.0","","","","","","","","","[0,1]","1","1","920","1","[1600,900]","1","[0,1]","1","1","693","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","58","false","[0.282,0.462,0.395,0.504]","2","0",""
"","","","","","two-step-trial","88","1229317","0.0-63.0-0.0","","","","","","","","","[0,1]","1","1","694","0","[1600,900]","1","[0,1]","0","0","605","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","59","false","[0.297,0.475,0.39,0.498]","2","0",""
"","","","","","two-step-trial","89","1232645","0.0-64.0-0.0","","","","","","","","","[0,1]","0","0","670","1","[1600,900]","1","[0,1]","0","0","655","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","60","false","[0.295,0.463,0.364,0.52]","2","0",""
"","","","","","two-step-trial","90","1236454","0.0-65.0-0.0","","","","","","","","","[2,3]","1","3","1184","1","[1600,900]","1","[0,1]","1","1","621","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","61","false","[0.295,0.433,0.355,0.543]","2","0",""
"","","","","","two-step-trial","91","1241046","0.0-66.0-0.0","","","","","","","","","[2,3]","0","2","2056","0","[1600,900]","1","[0,1]","0","0","532","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","62","false","[0.307,0.43,0.353,0.543]","2","0",""
"","","","","","two-step-trial","92","1244222","0.0-67.0-0.0","","","","","","","","","[2,3]","1","3","672","0","[1600,900]","1","[0,1]","1","1","500","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","63","false","[0.353,0.426,0.367,0.529]","2","0",""
"","","","","","two-step-trial","93","1248461","0.0-68.0-0.0","","","","","","","","","[2,3]","1","3","1568","0","[1600,900]","1","[0,1]","0","0","669","0","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","64","false","[0.37,0.432,0.33,0.47]","2","0",""
"","","","","","two-step-trial","94","1252756","0.0-69.0-0.0","","","","","","","","","[2,3]","0","2","1367","0","[1600,900]","1","[0,1]","1","1","926","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","65","false","[0.377,0.393,0.348,0.501]","2","0",""
"","","","","","two-step-trial","95","1255934","0.0-70.0-0.0","","","","","","","","","[2,3]","1","3","648","1","[1600,900]","1","[0,1]","1","1","525","1","1","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","66","false","[0.345,0.371,0.258,0.459]","2","0",""
"","","","","","two-step-trial","96","1259014","0.0-71.0-0.0","","","","","","","","","[0,1]","0","0","599","0","[1600,900]","1","[0,1]","0","0","476","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","67","false","[0.332,0.355,0.256,0.426]","2","0",""
"","","","","","two-step-trial","97","1262061","0.0-72.0-0.0","","","","","","","","","[0,1]","1","1","568","0","[1600,900]","1","[0,1]","1","1","477","0","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","68","false","[0.331,0.398,0.311,0.426]","2","0",""
"","","","","","two-step-trial","98","1265278","0.0-73.0-0.0","","","","","","","","","[0,1]","0","0","695","1","[1600,900]","1","[0,1]","0","0","516","1","0","[""#48a782"",""#955db9""]","[""#5f6f81"",""#7f5d5d""]","69","false","[0.325,0.426,0.326,0.384]","2","0",""
